"specie"	"genomesize"
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Cyanobium_sp_Alchichica_3B3-8F6_Alchichica_3B3-8F6_"	2480576
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_CB0205_CB0205_"	2427308
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RS9915"	2417983
"Synechococcus_sp_RedBA-s_RedBA-s_"	2716594
"Synechococcus_sp_RedBA-s_RedBA-s_"	2716594
"Synechococcus_sp_RedBA-s_RedBA-s_"	2716594
"Synechococcus_sp_RedBA-s_RedBA-s_"	2716594
"Synechococcus_sp_RedBA-s_RedBA-s_"	2716594
"Synechococcus_sp_RedBA-s_RedBA-s_"	2716594
"Synechococcus_sp_RedBA-s_RedBA-s_"	2716594
"Synechococcus_sp_RedBA-s_RedBA-s_"	2716594
"Synechococcus_sp_RedBA-s_RedBA-s_"	2716594
"Synechococcus_sp_RedBA-s_RedBA-s_"	2716594
"Synechococcus_sp_RedBA-s_RedBA-s_"	2716594
"Synechococcus_sp_RedBA-s_RedBA-s_"	2716594
"Synechococcus_sp_RedBA-s_RedBA-s_"	2716594
"Synechococcus_sp_RedBA-s_RedBA-s_"	2716594
"Synechococcus_sp_RedBA-s_RedBA-s_"	2716594
"Synechococcus_sp_RedBA-s_RedBA-s_"	2716594
"Synechococcus_sp_RedBA-s_RedBA-s_"	2716594
"Synechococcus_sp_RedBA-s_RedBA-s_"	2716594
"Synechococcus_sp_RedBA-s_RedBA-s_"	2716594
"Synechococcus_sp_RedBA-s_RedBA-s_"	2716594
"Synechococcus_sp_RedBA-s_RedBA-s_"	2716594
"Synechococcus_sp_RedBA-s_RedBA-s_"	2716594
"Synechococcus_sp_RedBA-s_RedBA-s_"	2716594
"Synechococcus_sp_RedBA-s_RedBA-s_"	2716594
"Synechococcus_sp_RedBA-s_RedBA-s_"	2716594
"Synechococcus_sp_RedBA-s_RedBA-s_"	2716594
"Synechococcus_sp_RedBA-s_RedBA-s_"	2716594
"Synechococcus_sp_RedBA-s_RedBA-s_"	2716594
"Synechococcus_sp_RedBA-s_RedBA-s_"	2716594
"Synechococcus_sp_RedBA-s_RedBA-s_"	2716594
"Synechococcus_sp_RedBA-s_RedBA-s_"	2716594
"Synechococcus_sp_RedBA-s_RedBA-s_"	2716594
"Synechococcus_sp_RedBA-s_RedBA-s_"	2716594
"Synechococcus_sp_RedBA-s_RedBA-s_"	2716594
"Synechococcus_sp_RedBA-s_RedBA-s_"	2716594
"Synechococcus_sp_RedBA-s_RedBA-s_"	2716594
"Synechococcus_sp_RedBA-s_RedBA-s_"	2716594
"Synechococcus_sp_RedBA-s_RedBA-s_"	2716594
"Synechococcus_sp_RedBA-s_RedBA-s_"	2716594
"Synechococcus_sp_RedBA-s_RedBA-s_"	2716594
"Synechococcus_sp_RedBA-s_RedBA-s_"	2716594
"Synechococcus_sp_RedBA-s_RedBA-s_"	2716594
"Synechococcus_sp_RedBA-s_RedBA-s_"	2716594
"Synechococcus_sp_RedBA-s_RedBA-s_"	2716594
"Synechococcus_sp_RedBA-s_RedBA-s_"	2716594
"Synechococcus_sp_RedBA-s_RedBA-s_"	2716594
"Synechococcus_sp_RedBA-s_RedBA-s_"	2716594
"Synechococcus_sp_RedBA-s_RedBA-s_"	2716594
"Synechococcus_sp_RedBA-s_RedBA-s_"	2716594
"Synechococcus_sp_RedBA-s_RedBA-s_"	2716594
"Synechococcus_sp_RedBA-s_RedBA-s_"	2716594
"Synechococcus_sp_RedBA-s_RedBA-s_"	2716594
